FID,Canopy,Elev,EVI,EVI_std,NDVI,NDVI_std,NPP,NPP_std,PrecipYear,TRI,TotalPrecip_JuneSep,MeanMonthlyPrecip_JuneSep,NumSettlements,PercWater,DistWater,DistGoodPA,DistSettlementNEW,DistInsidePA,Latitude,LivestockSignPer500m,LivestockPropSegs,DirectCattle_Per500m,HumanSignPer500m,HumanPropSegs,DirectPeople_Per500m
340,-0.080459577,0.348941961,0.515514058,-0.97036545,0.042584868,-0.527221193,0.796204773,-0.255526745,0.932706852,0.045031044,-1.206188703,-1.927689,-0.038910794,-0.236644894,-0.487454798,0.569263927,-0.646559915,0.099846346,0.827184753,-0.473606664,-0.300407132,-0.401167651,-0.21749964,-0.022036794,-0.449100415
341,0.012987137,0.235418637,0.237688263,-0.68080243,0.083249229,-0.646504732,0.439980584,-0.555376722,0.948786145,-0.173974264,-1.206188703,-1.927689,-0.626338267,-0.225692652,-0.615502562,0.538453373,-0.011683112,0.120811716,0.827184753,0.077901063,0.034664227,-0.401167651,-0.251633312,-0.142086008,-0.449100415
342,0.465325298,0.057418184,-0.055018492,-0.727568928,0.349625837,-0.539675036,0.168393394,-0.276828864,0.974369528,-0.699289225,-1.174728738,-1.863619885,-0.33262453,-0.081481168,-0.455386333,0.511960668,-0.37778022,0.177743584,0.827184753,1.208315968,1.527254821,-0.312707465,0.375670715,0.530189587,0.045971495
343,0.421779846,-0.129019327,0.375310524,-0.499568236,0.39455314,-0.455561255,0.509021324,-0.414940684,1.00111411,-0.30081201,-1.120622494,-1.698585823,-0.33262453,0.016683035,-0.574149583,0.485301195,-0.33435262,0.157724446,0.827184753,-0.334836639,-0.349144783,-0.401167651,-0.453778821,-0.444610025,-0.449100415
344,0.297694864,-0.39541004,0.282559333,0.183949412,0.198220366,-0.648251051,0.52292643,-1.273914434,1.015668558,0.72222968,-1.129681006,-1.469482646,-0.33262453,0.023791322,-0.736158306,0.446298293,-0.564144052,-0.166612044,0.827184753,-0.014989482,0.333182346,-0.401167651,-0.106165206,0.09321045,-0.449100415
345,-0.028635274,-0.596014636,-0.566559642,0.40204453,-0.280761897,0.332062844,-0.013418444,0.768651104,1.026683933,1.587597572,-0.900157914,-1.021996027,1.135944151,-0.106745424,-0.770218047,0.347775933,-0.685715084,-0.552679339,0.827184753,1.772545334,1.92527898,-0.401167651,1.43825114,2.065218861,0.072030583
346,1.237051097,-0.717949399,-0.61180981,0.096785826,0.892873369,2.376563219,0.66151262,1.7979388,1.068801474,0.388944867,-0.638440384,-0.735305435,0.548516678,2.881975957,-0.891888375,0.236580896,-0.806113518,-0.969361425,0.827184753,0.746510012,0.9902381,-0.401167651,0.332565904,0.411918881,-0.449100415
351,-0.041053551,1.204550651,0.7628958,0.104632949,0.399299961,0.081681491,-0.179196671,1.21554494,0.853614581,0.230684758,0.547367714,0.565272665,0.548516678,0.036581056,-0.660480403,1.488410754,-0.440355115,-1.036592299,1.002989687,-0.383751463,-0.446620088,-0.401167651,-0.480908322,-0.521441522,-0.449100415
357,-0.004548381,1.450253737,0.132847927,1.675098342,0.216401081,1.495273819,-0.0040246,1.295098463,0.91070322,-0.247404211,0.01793445,0.565272665,-0.038910794,-0.019960393,-0.809490785,1.104478188,-0.751667398,-0.377362179,1.002989687,1.633565501,1.470394228,1.910461419,0.442364498,0.631030926,0.597838856
358,-0.47875705,1.343580338,-0.381325002,1.437634816,-0.492595744,1.509437042,-0.475199241,1.873944832,0.943072597,-0.387182151,-0.058573247,0.409462561,-0.626338267,-0.161515259,-0.514948117,1.028794239,-0.394611094,-0.413564124,1.002989687,3.032168831,2.380163733,1.779274654,1.018658898,1.168851402,0.07948505
359,0.102685554,1.234901369,1.381699739,0.822639704,1.017087132,0.803963836,0.438467406,0.086768661,1.026887328,-0.150825938,-0.343916354,-0.171646803,-0.33262453,-0.218050236,-0.797983333,0.958451336,-0.617381926,-0.415891533,1.002989687,-0.042667612,-0.349144783,-0.401167651,-0.126633271,0.09321045,-0.449100415
360,0.562389936,1.11415238,1.338783183,0.112194017,0.961663052,-0.126121828,0.947869371,-0.388876383,1.140087078,-0.382623037,-0.697932769,-0.892611316,0.254802942,-0.290518671,-0.527689305,0.893900376,-0.651389168,-0.396875188,1.002989687,1.891856803,1.953709277,-0.401167651,0.676656855,0.866327384,0.040579987
361,0.089159085,0.984735767,1.800087477,0.27332382,1.257542486,-0.053092937,0.987503048,-0.120679133,1.181577176,-0.44774732,-1.168118473,-1.850157892,-0.33262453,-0.290518932,0.13037792,0.835553431,-0.629120862,-0.378252097,1.002989687,-0.169111465,-0.325616262,-0.401167651,-0.220138901,-0.055153819,0.612973888
365,0.125827223,0.288357639,0.826840421,-0.558636562,0.497989295,-0.842828409,1.004762379,-0.734647387,1.115664895,0.240328475,-1.206188703,-1.927689,0.254802942,-0.211755293,-0.728428309,0.673556183,-0.631404296,-0.376445335,1.002989687,-0.186425308,0.105739969,-0.401167651,-0.56539844,-0.623883517,0.069943005
366,0.526178112,0.047940523,0.681243109,-0.358242393,0.859234647,-0.379315689,0.799809646,-0.514485065,1.142119794,-0.088533462,-1.256989814,-1.927689,0.254802942,0.374232981,-0.719748515,0.647163551,-0.529543499,-0.315992394,1.002989687,0.282356789,0.729372291,-0.401167651,0.564102807,0.752474259,-0.449100415
367,0.481687437,-0.131862991,0.950023495,-0.152624474,0.858330256,-0.713182119,1.02894381,-0.843253646,1.186507962,-0.404742279,-1.201904272,-1.918963634,-0.626338267,0.034084983,-0.714479609,0.618486532,-0.17894394,-0.284187747,1.002989687,-0.181432441,0.069055715,-0.074402565,-0.006136141,0.232002831,-0.449100415
368,0.402745008,-0.328164883,0.692441405,0.744079347,0.580784423,-0.402976108,0.828044305,0.279546836,1.229092694,0.560670661,-1.201781859,-1.918714338,-0.038910794,-0.103182977,-0.684358847,0.540407102,-0.53582048,-0.495618813,1.002989687,0.134192454,0.144954172,-0.401167651,0.230209883,0.315756854,-0.449100415
373,0.074687392,1.46479168,1.577188885,-0.454039396,1.194562744,0.432049951,0.001899656,1.218770517,1.082718617,0.446802303,1.210597639,0.565272665,-0.626338267,-0.267889317,-0.242051338,1.605111258,0.199377972,-1.019705876,1.178794621,0.110793084,0.333182346,-0.401167651,-0.123703901,-0.086063041,0.586519681
374,-0.199851037,1.088658216,0.274046365,0.524394393,0.422328087,-0.062485108,-0.1897189,-0.104258302,0.998543938,2.990853263,0.883511932,0.565272665,-0.33262453,0.707170564,-0.710553785,1.535525563,0.130340071,-1.482245504,1.178794621,2.165019704,1.697836604,1.038077189,0.932709947,1.168851402,-0.449100415
377,0.281071975,1.632462959,1.770681531,1.481809564,1.554329694,2.059404524,0.204942466,0.818560644,1.037572341,-0.630939017,0.01793445,0.565272665,-0.626338267,-0.235126782,-0.220758343,1.356346184,0.31114926,-1.063556772,1.178794621,-0.643152227,-0.591260862,-0.401167651,-0.246180309,-0.288468597,-0.449100415
378,-0.155653707,1.472998171,-0.105080708,4.595878435,0.319648052,3.394428413,0.30214918,2.56842484,1.008362366,-0.598156704,0.01793445,0.565272665,-0.626338267,0.503923304,-0.714554215,1.295474857,0.040147775,-0.896682581,1.178794621,-0.485406912,-0.349144783,-0.401167651,-0.565038827,-0.623883517,-0.449100415
379,-0.028309335,1.496187881,1.59297895,1.502375381,1.255125547,1.286029842,0.732044528,1.340276942,1.008841885,-0.026073122,0.01793445,0.565272665,-0.33262453,-0.110056525,-0.435943958,1.219013481,-0.682978967,-0.869846005,1.178794621,-0.144449618,-0.199365658,-0.401167651,-0.285492006,-0.195376146,-0.449100415
380,0.198413841,1.374022551,0.824046172,1.787824375,0.898411378,1.215690326,0.584915858,1.141250417,0.985466261,0.551927089,-0.661086663,-0.81757317,-0.33262453,-0.222682938,-0.542671843,1.146574782,-0.84475623,-0.905718824,1.178794621,1.451617419,2.152721357,4.262124158,0.095679767,0.451757434,0.067698576
381,0.138636627,1.235688226,1.235040588,1.015275873,1.059522131,0.681858372,0.699247188,0.737476956,0.995756811,0.280219501,-1.197130191,-1.909241083,2.310799096,-0.278373979,-0.299946382,1.079412941,-0.958319505,-0.913906983,1.178794621,2.803535526,2.733091558,0.418431207,1.056416744,0.872122863,0.630176412
382,-0.176220459,1.129081923,1.434418682,0.636917743,0.839210389,0.746423662,1.048626313,2.386138914,1.044534611,0.267495828,-1.206188703,-1.927689,-0.626338267,-0.293504921,0.171165311,1.017896188,-0.618625072,-0.891910874,1.178794621,0.436264967,0.788067099,-0.401167651,0.227538889,0.272483942,0.606895823
383,-0.202328174,1.004871984,0.663754102,0.618479375,0.110111788,0.072770988,1.564609034,2.456741084,1.113839272,-0.269394513,-1.206188703,-1.927689,-0.626338267,-0.294009254,0.723395857,0.962445412,-0.63327416,-0.8729269,1.178794621,-0.452852392,-0.313232829,-0.401167651,-0.429966216,-0.416303684,-0.449100415
385,0.307505629,0.722666057,1.069195921,0.842018174,0.657551817,0.105880075,1.706659879,0.145211068,1.193150963,0.214182909,-1.206188703,-1.927689,0.842230415,-0.294270745,0.400049815,0.871532127,-0.517379686,-0.922118803,1.178794621,2.536517333,1.609794394,1.047009288,2.115601891,1.966907591,1.642459737
386,0.124556061,0.574566167,0.846542557,-0.323379546,0.208527344,-0.424430993,1.585524089,0.276122745,1.242096409,0.535028689,-1.206188703,-1.927689,1.429657887,-0.290983649,-0.219534385,0.836839129,-0.600280927,-0.89579021,1.178794621,1.30868221,1.015509475,1.265653979,2.753721437,2.782312828,2.142136159
390,0.626306576,-0.302703657,1.165288407,-0.358137458,0.890720672,-0.557440993,1.197569657,-0.064574895,1.435393077,-0.783092736,-1.378300418,-1.879076247,0.548516678,-0.107569609,-0.524503698,0.621114163,-0.31156718,-0.836035766,1.178794621,2.374416942,1.811557792,-0.401167651,0.572877696,0.810304418,-0.449100415
391,1.968947148,-0.652985516,-0.219245148,0.346138628,3.082649479,1.600736736,1.464009197,-0.208452193,1.449405138,-0.738121972,-2.137746422,-1.872594547,0.548516678,9.585897575,-1.060407292,0.510899269,-0.940523445,-1.191113297,1.178794621,0.915492437,1.527254821,0.744510819,1.540204505,2.154855607,-0.449100415
395,0.665288882,1.545354849,2.219915543,0.848366021,2.281999419,1.877580151,0.4971527,2.39313947,1.277983901,1.72008677,1.242057604,0.565272665,-0.33262453,0.444244337,-0.685210191,1.723463226,-0.342611266,-1.022743386,1.354599555,0.361955844,0.67434591,-0.401167651,0.812335565,0.866327384,-0.449100415
397,1.976248182,1.349316464,1.115968565,2.959946557,1.757786544,2.054516858,1.59410224,2.028138399,1.100686401,1.059767071,0.01793445,0.565272665,-0.626338267,0.018024254,-0.871958336,1.409840841,-0.25789391,-1.368810315,1.354599555,-0.019192804,0.144954172,-0.401167651,-0.222233932,-0.240609155,-0.449100415
398,0.798500156,1.303054157,1.869163611,2.737309049,1.951066231,1.846988778,1.566770554,1.294951456,1.054789413,0.893775445,-0.079260928,0.367331509,-0.038910794,0.126017629,-0.757438753,1.335599275,-0.704160778,-1.348997153,1.354599555,1.174665749,1.470394228,1.030339015,0.216222781,0.451757434,0.595117708
399,0.330516923,1.321789891,1.88019335,1.93786557,1.827404945,0.967252306,1.58485127,0.691793073,1.014089473,1.060959155,-1.117439774,-1.746949279,-0.626338267,0.239538715,-0.707651089,1.26618665,-0.308390673,-1.386433703,1.354599555,-0.004873974,0.380239389,-0.401167651,-0.213409914,-0.240609155,-0.449100415
400,0.197305649,1.177882911,2.051039918,0.754815776,1.526501221,0.314724231,1.630997777,0.145875283,0.90913523,1.462745011,-1.206188703,-1.927689,0.842230415,-0.284943408,-0.483863002,1.201958382,-0.787048021,-1.394219136,1.354599555,1.047467583,1.08609504,-0.401167651,1.920461279,1.984854882,0.607662673
401,0.759876383,0.985898363,1.634032876,2.053830213,1.263373037,1.428834007,2.288504056,0.357503667,0.765475551,1.623055992,-1.710282617,-1.927689,0.254802942,-0.28671951,-0.476790191,1.143233076,-0.763523543,-1.370737962,1.354599555,1.772668408,1.697836604,-0.168365917,2.551046252,2.423765845,1.114363621
402,1.711422734,0.727759278,0.06014937,3.027862483,0.39678397,2.796660598,2.102549432,1.054567572,0.848353433,0.513741473,-1.764266448,-1.927689,1.723371623,-0.257768276,-0.546781033,1.090439328,-0.868869391,-1.356839799,1.354599555,2.806051521,3.327840301,-0.401167651,3.086819258,3.35001222,-0.017099197
403,1.760476556,0.597361838,0.055522307,2.16647431,0.242429693,1.183782152,2.425785213,0.567763916,1.061829342,-0.222387475,-1.242177923,-1.927689,0.842230415,-0.164494509,-0.533447834,1.043955383,-0.76399322,-1.39452931,1.354599555,2.806895806,2.380163733,1.564952697,3.151562511,2.378947472,4.860406071
404,1.777066851,0.497459069,-0.086490308,1.814109866,0.04111754,0.998649116,2.734822551,0.247561465,1.212936974,0.530038966,-1.206188703,-1.927689,1.429657887,0.457662076,-0.569706903,1.004129014,-0.769850974,-1.412795206,1.354599555,1.88397862,2.380163733,0.518459197,6.346418139,4.037227271,6.987117636
405,1.526713096,0.374303152,0.039849075,1.677166855,0.370580017,0.819552507,2.722889225,0.225316137,1.317920802,0.715909202,-1.206188703,-1.927689,0.548516678,0.058898035,-0.612600482,0.971268732,-0.742679485,-1.385998815,1.354599555,2.758995858,2.710322021,-0.21823993,1.508047112,1.966907591,0.574663839
406,1.313711952,0.155964388,0.783659775,1.138994203,0.999548104,0.803834908,2.399424048,0.235772976,1.394245669,0.524584573,-1.206188703,-1.927689,-0.33262453,0.202243124,-0.668878297,0.944014326,-0.544311437,-1.355336826,1.354599555,0.420763558,0.729372291,-0.307890117,0.438989163,0.752474259,-0.449100415
407,2.078756001,0.143416155,0.98482261,0.304485194,1.415673671,0.398785138,2.382017099,-0.288909222,1.506773599,0.532727237,-1.327744132,-1.927689,0.842230415,0.530582602,-0.655544197,0.90882022,-0.792203591,-1.302016721,1.354599555,1.156241604,1.321380257,-0.401167651,0.870463864,1.243033536,0.068450474
408,3.229777027,-0.142389795,0.248091852,1.172298837,1.177600188,1.7311747,2.403322259,0.324372282,1.566346121,-0.32338619,-1.530214101,-1.927689,0.548516678,1.879500899,-0.708944333,0.813822979,-0.830063804,-1.25832354,1.354599555,0.36405599,0.247891454,-0.182877586,0.174140121,0.362120688,0.051108278
409,2.834478194,-0.506280009,-0.23078238,1.196775997,2.500236906,3.075433584,2.140492715,1.563217382,1.603673403,-1.313056825,-2.16247371,-1.927689,1.723371623,9.896633399,-0.970832705,0.704120868,-0.98409173,-1.231748464,1.354599555,0.440425812,0.788067099,-0.401167651,1.361339799,1.348124893,0.080498988
411,-0.550822165,1.88976639,1.579111149,1.892612724,1.564055893,2.499936231,-0.424270904,1.879811177,1.568134764,1.074794629,1.780304554,0.565272665,-0.626338267,0.185403513,-0.656455318,1.985107477,-0.510678508,-1.29460661,1.530404489,0.161169827,0.615524606,-0.20721367,-0.207649372,-0.055153819,0.093636233
412,-0.386483716,1.915269094,1.496971655,0.855947213,1.108423523,1.170170132,-0.305321678,0.376182188,1.564701704,1.437356053,1.894637656,0.565272665,-0.626338267,-0.2941584,0.392118659,1.912171131,0.863460903,-0.837642462,1.530404489,-0.491961258,-0.438143974,-0.401167651,-0.294813163,-0.280925533,-0.449100415
413,0.031402692,1.812458003,2.809904393,0.446273901,2.244410294,1.767861894,0.576923245,3.136279993,1.525000249,1.050721829,1.796095743,0.565272665,-0.626338267,-0.225507953,-0.130615878,1.843292641,-0.228511986,-0.982595737,1.530404489,-0.636190355,-0.57658716,-0.401167651,-0.344054734,-0.265336534,0.588298947
425,-0.213344912,2.084850788,1.955690416,3.284825226,2.338240219,3.832859612,0.060974676,2.099713822,1.797592583,1.380067898,2.466180757,0.565272665,-0.626338267,0.324035758,-0.705493555,2.101529076,-0.557322439,-1.332583288,1.706209423,0.255605613,0.67434591,-0.401167651,-0.03191305,0.170041947,0.140363392
426,0.366565778,2.118653917,2.07826377,0.408405314,1.91264685,1.207254249,0.306039611,1.366871327,1.796880085,1.114111508,2.466180757,0.565272665,-0.626338267,-0.285895597,-0.0275026,2.03098065,-0.038605976,-0.867732668,1.706209423,-0.337603628,-0.349144783,-0.401167651,0.208131012,0.631030926,0.586695588
427,1.70294832,1.751471103,2.407281772,0.848893571,2.672979232,1.281862143,1.286046049,1.387107912,1.706270731,1.837570305,2.377799065,0.565272665,0.254802942,0.74980062,-0.633056095,1.964447347,-0.855588366,-0.847976352,1.706209423,1.592214692,1.470394228,-0.21710974,1.962086467,1.885945369,0.580989008
428,1.65950065,1.347830585,2.156133392,2.332770363,2.668015234,1.087140647,1.415436294,1.278135744,1.592722128,0.340911178,1.911285731,0.565272665,1.135944151,1.557605784,-0.85195763,1.902162937,-0.963295733,-1.286022995,1.706209423,1.296876354,1.169583343,-0.401167651,2.514963178,2.660869495,1.612984568
439,1.793559365,2.176736157,2.266713744,0.405116393,2.373524071,1.215150713,1.382423029,1.657912665,1.99927282,1.7344526,3.424791598,1.188513081,0.254802942,0.0740339,-0.66371405,2.151114373,-0.711930847,-0.785927822,1.882014357,0.695359621,0.560624722,0.103553049,0.638444917,1.168851402,-0.449100415
440,2.248113911,2.137305476,2.448453139,-0.150965639,2.49339153,0.957684852,1.640599007,1.667295384,1.979999611,0.160439379,4.187665147,2.025898905,-0.33262453,-0.286866563,-0.217425967,2.086794025,-0.512287746,-0.98366641,1.882014357,0.138525177,0.615524606,0.216169369,1.823119544,1.428488873,1.677027523
445,4.732258091,2.49974153,3.390195519,1.865630062,4.478081964,3.419168059,2.222105826,1.844421029,2.262950294,2.086348521,3.698872772,1.072590364,0.548516678,0.50929126,-0.931243522,2.338589824,-0.791312095,-0.925529779,2.057819291,-0.476664284,-0.349144783,0.309063545,0.57080638,1.168851402,-0.449100415
447,2.714988952,2.244346074,3.249668261,1.336813872,3.399569841,2.019543389,2.436576304,1.836118868,2.198360697,0.222486139,4.769858118,2.874253759,-0.038910794,0.452105968,-0.890361512,2.210215582,-0.433711054,-1.285035794,2.057819291,1.20359218,1.449717647,-0.401167651,3.431672299,2.603039337,1.526824178
453,5.760563079,3.161101476,3.259266191,2.807685915,5.013235198,4.64205376,3.139541471,2.847543558,2.750326428,1.104416702,4.432857014,1.711037846,-0.038910794,1.834079466,-1.024090594,2.646270454,-0.516016349,-1.058240057,2.409429159,0.866435855,1.242951851,0.807093568,2.100453511,2.423765845,3.44598659
